INDEX  | TEXT       | TYPE            | LINE  | COL  
1810   | *          | MUL             | 156   | 14   
1811   | (          | LPAREN          | 156   | 16   
1812   | (          | LPAREN          | 156   | 17   
1813   | 1i         | COMPLEX         | 156   | 18   
1814   | ,          | COMMA           | 156   | 20   
1815   | 1i         | COMPLEX         | 156   | 21   
1816   | )          | RPAREN          | 156   | 23   
1817   | ,          | COMMA           | 156   | 24   
1818   | (          | LPAREN          | 156   | 26   
1819   | 1i         | COMPLEX         | 156   | 27   
1820   | ,          | COMMA           | 156   | 29   
1821   | 1i         | COMPLEX         | 156   | 30   
1822   | )          | RPAREN          | 156   | 32   
1823   | )          | RPAREN          | 156   | 33   
1824   | return     | RETURN          | 157   | 4    
1825   | x          | IDENTIFIER      | 157   | 11   
1826   | |ket0>     | KET_IDENTIFIER  | 158   | 4    
1827   | =          | ASSIGN          | 158   | 11   
1828   | (          | LPAREN          | 158   | 13   
1829   | 1          | INT             | 158   | 14   
1830   | ,          | COMMA           | 158   | 15   
1831   | 0          | INT             | 158   | 16   
1832   | )          | RPAREN          | 158   | 17   
1833   | |ket1>     | KET_IDENTIFIER  | 159   | 4    
1834   | =          | ASSIGN          | 159   | 11   
1835   | (          | LPAREN          | 159   | 13   
1836   | 0          | INT             | 159   | 14   
1837   | ,          | COMMA           | 159   | 15   
1838   | 1          | INT             | 159   | 16   
1839   | )          | RPAREN          | 159   | 17   
1840   | op         | IDENTIFIER      | 160   | 4    
1841   | =          | ASSIGN          | 160   | 7    
1842   | (          | LPAREN          | 160   | 9    
1843   | (          | LPAREN          | 160   | 10   
1844   | 1          | INT             | 160   | 11   
1845   | ,          | COMMA           | 160   | 12   
1846   | 0          | INT             | 160   | 13   
1847   | )          | RPAREN          | 160   | 14   
1848   | ,          | COMMA           | 160   | 15   
1849   | (          | LPAREN          | 160   | 17   
1850   | 0          | INT             | 160   | 18   
1851   | ,          | COMMA           | 160   | 19   
1852   | 1          | INT             | 160   | 20   
1853   | )          | RPAREN          | 160   | 21   
1854   | )          | RPAREN          | 160   | 22   
1855   | op2        | IDENTIFIER      | 161   | 4    
1856   | =          | ASSIGN          | 161   | 8    
1857   | 1          | INT             | 161   | 10   
1858   | /          | DIV             | 161   | 11   
1859   | 2          | INT             | 161   | 12   
1860   | *          | MUL             | 161   | 14   
1861   | (          | LPAREN          | 161   | 16   
1862   | (          | LPAREN          | 161   | 17   
1863   | 1i         | COMPLEX         | 161   | 18   
1864   | ,          | COMMA           | 161   | 20   
1865   | 1i         | COMPLEX         | 161   | 21   
1866   | )          | RPAREN          | 161   | 23   
1867   | ,          | COMMA           | 161   | 24   
1868   | (          | LPAREN          | 161   | 26   
1869   | 1i         | COMPLEX         | 161   | 27   
1870   | ,          | COMMA           | 161   | 29   
1871   | 1i         | COMPLEX         | 161   | 30   
1872   | )          | RPAREN          | 161   | 32   
1873   | )          | RPAREN          | 161   | 33   
1874   | |ket0>     | KET_IDENTIFIER  | 162   | 4    
1875   | =          | ASSIGN          | 162   | 11   
1876   | (          | LPAREN          | 162   | 13   
1877   | 1          | INT             | 162   | 14   
1878   | ,          | COMMA           | 162   | 15   
1879   | 0          | INT             | 162   | 16   
1880   | )          | RPAREN          | 162   | 17   
1881   | |ket1>     | KET_IDENTIFIER  | 163   | 4    
1882   | =          | ASSIGN          | 163   | 11   
1883   | (          | LPAREN          | 163   | 13   
1884   | 0          | INT             | 163   | 14   
1885   | ,          | COMMA           | 163   | 15   
1886   | 1          | INT             | 163   | 16   
1887   | )          | RPAREN          | 163   | 17   
1888   | op         | IDENTIFIER      | 164   | 4    
1889   | =          | ASSIGN          | 164   | 7    
1890   | (          | LPAREN          | 164   | 9    
1891   | (          | LPAREN          | 164   | 10   
1892   | 1          | INT             | 164   | 11   
1893   | ,          | COMMA           | 164   | 12   
1894   | 0          | INT             | 164   | 13   
1895   | )          | RPAREN          | 164   | 14   
1896   | ,          | COMMA           | 164   | 15   
1897   | (          | LPAREN          | 164   | 17   
1898   | 0          | INT             | 164   | 18   
1899   | ,          | COMMA           | 164   | 19   
1900   | 1          | INT             | 164   | 20   
1901   | )          | RPAREN          | 164   | 21   
1902   | )          | RPAREN          | 164   | 22   
1903   | op2        | IDENTIFIER      | 165   | 4    
1904   | =          | ASSIGN          | 165   | 8    
1905   | 1          | INT             | 165   | 10   
1906   | /          | DIV             | 165   | 11   
1907   | 2          | INT             | 165   | 12   
1908   | *          | MUL             | 165   | 14   
1909   | (          | LPAREN          | 165   | 16   
1910   | (          | LPAREN          | 165   | 17   
1911   | 1i         | COMPLEX         | 165   | 18   
1912   | ,          | COMMA           | 165   | 20   
1913   | 1i         | COMPLEX         | 165   | 21   
1914   | )          | RPAREN          | 165   | 23   
1915   | ,          | COMMA           | 165   | 24   
1916   | (          | LPAREN          | 165   | 26   
1917   | 1i         | COMPLEX         | 165   | 27   
1918   | ,          | COMMA           | 165   | 29   
1919   | 1i         | COMPLEX         | 165   | 30   
1920   | )          | RPAREN          | 165   | 32   
1921   | )          | RPAREN          | 165   | 33   
1922   | |ket0>     | KET_IDENTIFIER  | 166   | 8    
1923   | =          | ASSIGN          | 166   | 15   
1924   | (          | LPAREN          | 166   | 17   
1925   | 1          | INT             | 166   | 18   
1926   | ,          | COMMA           | 166   | 19   
1927   | 0          | INT             | 166   | 20   
1928   | )          | RPAREN          | 166   | 21   
1929   | |ket1>     | KET_IDENTIFIER  | 167   | 4    
1930   | =          | ASSIGN          | 167   | 11   
1931   | (          | LPAREN          | 167   | 13   
1932   | 0          | INT             | 167   | 14   
1933   | ,          | COMMA           | 167   | 15   
1934   | 1          | INT             | 167   | 16   
1935   | )          | RPAREN          | 167   | 17   
1936   | op         | IDENTIFIER      | 168   | 4    
1937   | =          | ASSIGN          | 168   | 7    
1938   | (          | LPAREN          | 168   | 9    
1939   | (          | LPAREN          | 168   | 10   
1940   | 1          | INT             | 168   | 11   
1941   | ,          | COMMA           | 168   | 12   
1942   | 0          | INT             | 168   | 13   
1943   | )          | RPAREN          | 168   | 14   
1944   | ,          | COMMA           | 168   | 15   
1945   | (          | LPAREN          | 168   | 17   
1946   | 0          | INT             | 168   | 18   
1947   | ,          | COMMA           | 168   | 19   
1948   | 1          | INT             | 168   | 20   
1949   | )          | RPAREN          | 168   | 21   
1950   | )          | RPAREN          | 168   | 22   
1951   | op2        | IDENTIFIER      | 169   | 4    
1952   | =          | ASSIGN          | 169   | 8    
1953   | 1          | INT             | 169   | 10   
1954   | /          | DIV             | 169   | 11   
1955   | 2          | INT             | 169   | 12   
1956   | *          | MUL             | 169   | 14   
1957   | (          | LPAREN          | 169   | 16   
1958   | (          | LPAREN          | 169   | 17   
1959   | 1i         | COMPLEX         | 169   | 18   
1960   | ,          | COMMA           | 169   | 20   
1961   | 1i         | COMPLEX         | 169   | 21   
1962   | )          | RPAREN          | 169   | 23   
1963   | ,          | COMMA           | 169   | 24   
1964   | (          | LPAREN          | 169   | 26   
1965   | 1i         | COMPLEX         | 169   | 27   
1966   | ,          | COMMA           | 169   | 29   
1967   | 1i         | COMPLEX         | 169   | 30   
1968   | )          | RPAREN          | 169   | 32   
1969   | )          | RPAREN          | 169   | 33   
1970   | |ket0>     | KET_IDENTIFIER  | 170   | 4    
1971   | =          | ASSIGN          | 170   | 11   
1972   | (          | LPAREN          | 170   | 13   
1973   | 1          | INT             | 170   | 14   
1974   | ,          | COMMA           | 170   | 15   
1975   | 0          | INT             | 170   | 16   
1976   | )          | RPAREN          | 170   | 17   
1977   | |ket1>     | KET_IDENTIFIER  | 171   | 4    
1978   | =          | ASSIGN          | 171   | 11   
1979   | (          | LPAREN          | 171   | 13   
1980   | 0          | INT             | 171   | 14   
1981   | ,          | COMMA           | 171   | 15   
1982   | 1          | INT             | 171   | 16   
1983   | )          | RPAREN          | 171   | 17   
1984   | op         | IDENTIFIER      | 172   | 4    
1985   | =          | ASSIGN          | 172   | 7    
1986   | (          | LPAREN          | 172   | 9    
1987   | (          | LPAREN          | 172   | 10   
1988   | 1          | INT             | 172   | 11   
1989   | ,          | COMMA           | 172   | 12   
1990   | 0          | INT             | 172   | 13   
1991   | )          | RPAREN          | 172   | 14   
1992   | ,          | COMMA           | 172   | 15   
1993   | (          | LPAREN          | 172   | 17   
1994   | 0          | INT             | 172   | 18   
1995   | ,          | COMMA           | 172   | 19   
1996   | 1          | INT             | 172   | 20   
1997   | )          | RPAREN          | 172   | 21   
1998   | )          | RPAREN          | 172   | 22   
1999   | op2        | IDENTIFIER      | 173   | 4    
2000   | =          | ASSIGN          | 173   | 8    
2001   | 1          | INT             | 173   | 10   
2002   | /          | DIV             | 173   | 11   
2003   | 2          | INT             | 173   | 12   
2004   | *          | MUL             | 173   | 14   
2005   | (          | LPAREN          | 173   | 16   
2006   | (          | LPAREN          | 173   | 17   
2007   | 1i         | COMPLEX         | 173   | 18   
2008   | ,          | COMMA           | 173   | 20   
2009   | 1i         | COMPLEX         | 173   | 21   
2010   | )          | RPAREN          | 173   | 23   
2011   | ,          | COMMA           | 173   | 24   
2012   | (          | LPAREN          | 173   | 26   
2013   | 1i         | COMPLEX         | 173   | 27   
2014   | ,          | COMMA           | 173   | 29   
2015   | 1i         | COMPLEX         | 173   | 30   
2016   | )          | RPAREN          | 173   | 32   
2017   | )          | RPAREN          | 173   | 33   
2018   | |ket0>     | KET_IDENTIFIER  | 174   | 8    
2019   | =          | ASSIGN          | 174   | 15   
2020   | (          | LPAREN          | 174   | 17   
